,Latitude,Longitude
25928,"-29,610000","28,233600"
25929,"-32,774769","26,633756"
25930,"-31,622911","29,544772"
25931,"-31,163040","28,870557"
25932,"-32,096185","28,304888"
25933,"-30,559500","22,937500"
25934,"-30,142600","27,467400"
25935,"-32,834831","27,217424"
25936,"-31,295649","25,823382"
25937,"-29,174700","27,831100"
25938,"-20,191400","32,633400"
25939,"-33,590572","26,891037"
25940,"-32,555707","26,765336"
25941,"-28,765400","28,246800"
25942,"-30,142600","27,467400"
25943,"-30,859074","29,853843"
25944,"-28,863800","28,047900"
25945,"-29,822400","27,238800"
25946,"-31,866667","27,933333"
